Region,Population,Year,Age
Waipa District,3810,2038,35-39 years
Otorohanga District,710,2038,35-39 years
South Waikato District,1650,2038,35-39 years
Waitomo District,630,2038,35-39 years
Taupo District,2250,2038,35-39 years
Western Bay of Plenty District,3550,2038,35-39 years
Tauranga City,10410,2038,35-39 years
Rotorua District,4940,2038,35-39 years
Whakatane District,2150,2038,35-39 years
Kawerau District,440,2038,35-39 years
Opotiki District,620,2038,35-39 years
Gisborne District,3260,2038,35-39 years
Wairoa District,590,2038,35-39 years
Hastings District,5780,2038,35-39 years
Napier City,3980,2038,35-39 years
Central Hawke's Bay District,910,2038,35-39 years
New Plymouth District,4960,2038,35-39 years
Stratford District,590,2038,35-39 years
South Taranaki District,1790,2038,35-39 years
Ruapehu District,650,2038,35-39 years
Whanganui District,2650,2038,35-39 years
Rangitikei District,950,2038,35-39 years
Manawatu District,1910,2038,35-39 years
Palmerston North City,5650,2038,35-39 years
Tararua District,1070,2038,35-39 years
Horowhenua District,2220,2038,35-39 years
Kapiti Coast District,2900,2038,35-39 years
Porirua City,4330,2038,35-39 years
Upper Hutt City,3280,2038,35-39 years
Lower Hutt City,9460,2038,35-39 years
Wellington City,19810,2038,35-39 years
Masterton District,1660,2038,35-39 years
Carterton District,510,2038,35-39 years
South Wairarapa District,620,2038,35-39 years
Tasman District,3560,2038,35-39 years
Nelson City,3090,2038,35-39 years
Marlborough District,2880,2038,35-39 years
Kaikoura District,200,2038,35-39 years
Buller District,410,2038,35-39 years
Grey District,810,2038,35-39 years
Westland District,520,2038,35-39 years
Hurunui District,750,2038,35-39 years
Waimakariri District,4080,2038,35-39 years
Christchurch City,30460,2038,35-39 years
Selwyn District,5750,2038,35-39 years
Ashburton District,2530,2038,35-39 years
Timaru District,2620,2038,35-39 years
Mackenzie District,410,2038,35-39 years
Waimate District,480,2038,35-39 years
Chatham Islands Territory,65,2038,35-39 years
Waitaki District,1530,2038,35-39 years
Central Otago District,1500,2038,35-39 years
Queenstown-Lakes District,3680,2038,35-39 years
Dunedin City,7350,2038,35-39 years
Clutha District,1200,2038,35-39 years
Southland District,2240,2038,35-39 years
Gore District,670,2038,35-39 years
Invercargill City,3660,2038,35-39 years
Far North District,4490,2043,35-39 years
Whangarei District,6690,2043,35-39 years
Kaipara District,1480,2043,35-39 years
Auckland,148440,2043,35-39 years
Thames-Coromandel District,1470,2043,35-39 years
Hauraki District,1040,2043,35-39 years
Waikato District,7620,2043,35-39 years
Matamata-Piako District,2290,2043,35-39 years
Hamilton City,15350,2043,35-39 years
Waipa District,3910,2043,35-39 years
Otorohanga District,750,2043,35-39 years
South Waikato District,1570,2043,35-39 years
Waitomo District,590,2043,35-39 years
Taupo District,2540,2043,35-39 years
Western Bay of Plenty District,3730,2043,35-39 years
Tauranga City,11850,2043,35-39 years
Rotorua District,5240,2043,35-39 years
Whakatane District,2300,2043,35-39 years
Kawerau District,410,2043,35-39 years
Opotiki District,630,2043,35-39 years
Gisborne District,3220,2043,35-39 years
Wairoa District,580,2043,35-39 years
Hastings District,6160,2043,35-39 years
Napier City,4010,2043,35-39 years
Central Hawke's Bay District,970,2043,35-39 years
New Plymouth District,5820,2043,35-39 years
Stratford District,510,2043,35-39 years
South Taranaki District,1780,2043,35-39 years
Ruapehu District,670,2043,35-39 years
Whanganui District,2600,2043,35-39 years
Rangitikei District,990,2043,35-39 years
Manawatu District,1880,2043,35-39 years
Palmerston North City,5770,2043,35-39 years
Tararua District,1180,2043,35-39 years
Horowhenua District,2080,2043,35-39 years
Kapiti Coast District,3210,2043,35-39 years
Porirua City,4560,2043,35-39 years
Upper Hutt City,3220,2043,35-39 years
Lower Hutt City,9120,2043,35-39 years
Wellington City,20080,2043,35-39 years
Masterton District,1600,2043,35-39 years
Carterton District,570,2043,35-39 years
South Wairarapa District,680,2043,35-39 years
Tasman District,3620,2043,35-39 years
Nelson City,3220,2043,35-39 years
Marlborough District,2970,2043,35-39 years
Kaikoura District,190,2043,35-39 years
Buller District,440,2043,35-39 years
Grey District,790,2043,35-39 years
Westland District,530,2043,35-39 years
Hurunui District,860,2043,35-39 years
Waimakariri District,4720,2043,35-39 years
Christchurch City,31160,2043,35-39 years
Selwyn District,6950,2043,35-39 years
Ashburton District,2670,2043,35-39 years
Timaru District,2610,2043,35-39 years
Mackenzie District,380,2043,35-39 years
Waimate District,500,2043,35-39 years
Chatham Islands Territory,75,2043,35-39 years
Waitaki District,1510,2043,35-39 years
Central Otago District,1650,2043,35-39 years
Queenstown-Lakes District,4450,2043,35-39 years
Dunedin City,7010,2043,35-39 years
Clutha District,1080,2043,35-39 years
Southland District,2250,2043,35-39 years
Gore District,810,2043,35-39 years
Invercargill City,4000,2043,35-39 years
Far North District,4700,2048,35-39 years
Whangarei District,7350,2048,35-39 years
Kaipara District,1600,2048,35-39 years
Auckland,166550,2048,35-39 years
Thames-Coromandel District,1470,2048,35-39 years
Hauraki District,1150,2048,35-39 years
Waikato District,8380,2048,35-39 years
Matamata-Piako District,2290,2048,35-39 years
Hamilton City,17150,2048,35-39 years
Waipa District,4110,2048,35-39 years
Otorohanga District,790,2048,35-39 years
South Waikato District,1680,2048,35-39 years
Waitomo District,560,2048,35-39 years
Taupo District,2530,2048,35-39 years
Western Bay of Plenty District,3820,2048,35-39 years
Tauranga City,12760,2048,35-39 years
Rotorua District,5610,2048,35-39 years
Whakatane District,2160,2048,35-39 years
Kawerau District,370,2048,35-39 years
Opotiki District,490,2048,35-39 years
Gisborne District,3210,2048,35-39 years
Wairoa District,590,2048,35-39 years
Hastings District,6600,2048,35-39 years
Napier City,4310,2048,35-39 years
Central Hawke's Bay District,990,2048,35-39 years
New Plymouth District,5970,2048,35-39 years
Stratford District,600,2048,35-39 years
South Taranaki District,1870,2048,35-39 years
Ruapehu District,700,2048,35-39 years
Whanganui District,2860,2048,35-39 years
Rangitikei District,880,2048,35-39 years
Manawatu District,2070,2048,35-39 years
Palmerston North City,6300,2048,35-39 years
Tararua District,1080,2048,35-39 years
Horowhenua District,2170,2048,35-39 years
Kapiti Coast District,3160,2048,35-39 years
Porirua City,4870,2048,35-39 years
Upper Hutt City,3380,2048,35-39 years
Lower Hutt City,9370,2048,35-39 years
Wellington City,20250,2048,35-39 years
Masterton District,1610,2048,35-39 years
Carterton District,600,2048,35-39 years
South Wairarapa District,710,2048,35-39 years
Tasman District,3330,2048,35-39 years
Nelson City,3460,2048,35-39 years
Marlborough District,3040,2048,35-39 years
Kaikoura District,230,2048,35-39 years
Buller District,420,2048,35-39 years
Grey District,840,2048,35-39 years
Westland District,500,2048,35-39 years
Hurunui District,830,2048,35-39 years
Waimakariri District,4770,2048,35-39 years
Christchurch City,32180,2048,35-39 years
Selwyn District,7360,2048,35-39 years
Ashburton District,2830,2048,35-39 years
Timaru District,2760,2048,35-39 years
Mackenzie District,380,2048,35-39 years
Waimate District,450,2048,35-39 years
Chatham Islands Territory,55,2048,35-39 years
Waitaki District,1470,2048,35-39 years
Central Otago District,1760,2048,35-39 years
Queenstown-Lakes District,4950,2048,35-39 years
Dunedin City,8490,2048,35-39 years
Clutha District,1080,2048,35-39 years
Southland District,2300,2048,35-39 years
Gore District,780,2048,35-39 years
Invercargill City,4100,2048,35-39 years
Far North District,3710,2023,40-44 years
Whangarei District,5520,2023,40-44 years
Kaipara District,1380,2023,40-44 years
Auckland,115960,2023,40-44 years
Thames-Coromandel District,1500,2023,40-44 years
Hauraki District,1010,2023,40-44 years
Waikato District,5930,2023,40-44 years
Matamata-Piako District,1970,2023,40-44 years
Hamilton City,11540,2023,40-44 years
Waipa District,3600,2023,40-44 years
Otorohanga District,610,2023,40-44 years
South Waikato District,1300,2023,40-44 years
Waitomo District,600,2023,40-44 years
Taupo District,2370,2023,40-44 years
Western Bay of Plenty District,3330,2023,40-44 years
Tauranga City,9920,2023,40-44 years
Rotorua District,4520,2023,40-44 years
Whakatane District,1980,2023,40-44 years
Kawerau District,390,2023,40-44 years
Opotiki District,510,2023,40-44 years
Gisborne District,2880,2023,40-44 years
Wairoa District,470,2023,40-44 years
Hastings District,5530,2023,40-44 years
Napier City,3750,2023,40-44 years
Central Hawke's Bay District,860,2023,40-44 years
New Plymouth District,5630,2023,40-44 years
Stratford District,550,2023,40-44 years
South Taranaki District,1750,2023,40-44 years
Ruapehu District,670,2023,40-44 years
Whanganui District,2620,2023,40-44 years
Rangitikei District,800,2023,40-44 years
Manawatu District,1960,2023,40-44 years
Palmerston North City,5300,2023,40-44 years
Tararua District,1060,2023,40-44 years
Horowhenua District,1790,2023,40-44 years
Kapiti Coast District,3310,2023,40-44 years
Porirua City,4140,2023,40-44 years
Upper Hutt City,3200,2023,40-44 years
Lower Hutt City,8210,2023,40-44 years
Wellington City,13770,2023,40-44 years
Masterton District,1630,2023,40-44 years
Carterton District,560,2023,40-44 years
South Wairarapa District,670,2023,40-44 years
Tasman District,3310,2023,40-44 years
Nelson City,3290,2023,40-44 years
Marlborough District,2960,2023,40-44 years
Kaikoura District,230,2023,40-44 years
Buller District,460,2023,40-44 years
Grey District,680,2023,40-44 years
Westland District,500,2023,40-44 years
Hurunui District,730,2023,40-44 years
Waimakariri District,3890,2023,40-44 years
Christchurch City,24880,2023,40-44 years
Selwyn District,5870,2023,40-44 years
Ashburton District,2150,2023,40-44 years
Timaru District,2620,2023,40-44 years
Mackenzie District,310,2023,40-44 years
Waimate District,460,2023,40-44 years
Chatham Islands Territory,45,2023,40-44 years
Waitaki District,1360,2023,40-44 years
Central Otago District,1530,2023,40-44 years
Queenstown-Lakes District,3700,2023,40-44 years
Dunedin City,7330,2023,40-44 years
Clutha District,1060,2023,40-44 years
Southland District,2100,2023,40-44 years
Gore District,690,2023,40-44 years
Invercargill City,3580,2023,40-44 years
Far North District,4250,2028,40-44 years
Whangarei District,6770,2028,40-44 years
Kaipara District,1600,2028,40-44 years
Auckland,128200,2028,40-44 years
Thames-Coromandel District,1580,2028,40-44 years
Hauraki District,1290,2028,40-44 years
Waikato District,7020,2028,40-44 years
Matamata-Piako District,2150,2028,40-44 years
Hamilton City,13640,2028,40-44 years
Waipa District,4130,2028,40-44 years
Otorohanga District,770,2028,40-44 years
South Waikato District,1530,2028,40-44 years
Waitomo District,560,2028,40-44 years
Taupo District,2550,2028,40-44 years
Western Bay of Plenty District,3910,2028,40-44 years
Tauranga City,11700,2028,40-44 years
Rotorua District,5130,2028,40-44 years
Whakatane District,2210,2028,40-44 years
Kawerau District,430,2028,40-44 years
Opotiki District,600,2028,40-44 years
Gisborne District,3260,2028,40-44 years
Wairoa District,480,2028,40-44 years
Hastings District,6040,2028,40-44 years
Napier City,4100,2028,40-44 years
Central Hawke's Bay District,970,2028,40-44 years
New Plymouth District,5910,2028,40-44 years
Stratford District,690,2028,40-44 years
South Taranaki District,1950,2028,40-44 years
Ruapehu District,770,2028,40-44 years
Whanganui District,2850,2028,40-44 years
Rangitikei District,950,2028,40-44 years
Manawatu District,2230,2028,40-44 years
Palmerston North City,5830,2028,40-44 years
Tararua District,1130,2028,40-44 years
Horowhenua District,1970,2028,40-44 years
Kapiti Coast District,3390,2028,40-44 years
Porirua City,4510,2028,40-44 years
Upper Hutt City,3740,2028,40-44 years
Lower Hutt City,9250,2028,40-44 years
Wellington City,13170,2028,40-44 years
Masterton District,1750,2028,40-44 years
Carterton District,530,2028,40-44 years
South Wairarapa District,720,2028,40-44 years
Tasman District,3470,2028,40-44 years
Nelson City,3540,2028,40-44 years
Marlborough District,3380,2028,40-44 years
Kaikoura District,250,2028,40-44 years
Buller District,480,2028,40-44 years
Grey District,850,2028,40-44 years
Westland District,540,2028,40-44 years
Hurunui District,920,2028,40-44 years
Waimakariri District,4340,2028,40-44 years
Christchurch City,28540,2028,40-44 years
Selwyn District,7590,2028,40-44 years
Ashburton District,2500,2028,40-44 years
Timaru District,3090,2028,40-44 years
Mackenzie District,420,2028,40-44 years
Waimate District,520,2028,40-44 years
Chatham Islands Territory,50,2028,40-44 years
Waitaki District,1490,2028,40-44 years
Central Otago District,1940,2028,40-44 years
Queenstown-Lakes District,5010,2028,40-44 years
Dunedin City,7660,2028,40-44 years
Clutha District,1270,2028,40-44 years
Southland District,2270,2028,40-44 years
Gore District,790,2028,40-44 years
Invercargill City,3830,2028,40-44 years
Far North District,4860,2033,40-44 years
Whangarei District,7330,2033,40-44 years
Kaipara District,1850,2033,40-44 years
Auckland,145480,2033,40-44 years
Thames-Coromandel District,1730,2033,40-44 years
Hauraki District,1450,2033,40-44 years
Waikato District,8030,2033,40-44 years
Matamata-Piako District,2740,2033,40-44 years
Hamilton City,15980,2033,40-44 years
Waipa District,4490,2033,40-44 years
Otorohanga District,830,2033,40-44 years
South Waikato District,1900,2033,40-44 years
Waitomo District,690,2033,40-44 years
Taupo District,2810,2033,40-44 years
Western Bay of Plenty District,4610,2033,40-44 years
Tauranga City,13330,2033,40-44 years
Rotorua District,5840,2033,40-44 years
Whakatane District,2460,2033,40-44 years
Kawerau District,460,2033,40-44 years
Opotiki District,750,2033,40-44 years
Gisborne District,3720,2033,40-44 years
Wairoa District,610,2033,40-44 years
Hastings District,7010,2033,40-44 years
Napier City,4720,2033,40-44 years
Central Hawke's Bay District,1040,2033,40-44 years
New Plymouth District,6360,2033,40-44 years
Stratford District,780,2033,40-44 years
South Taranaki District,2020,2033,40-44 years
Ruapehu District,910,2033,40-44 years
Whanganui District,3250,2033,40-44 years
Rangitikei District,1130,2033,40-44 years
Manawatu District,2420,2033,40-44 years
Palmerston North City,6340,2033,40-44 years
Tararua District,1250,2033,40-44 years
Horowhenua District,2420,2033,40-44 years
Kapiti Coast District,3850,2033,40-44 years
Porirua City,4960,2033,40-44 years
Upper Hutt City,4340,2033,40-44 years
Lower Hutt City,10450,2033,40-44 years
Wellington City,15160,2033,40-44 years
Masterton District,2270,2033,40-44 years
Carterton District,600,2033,40-44 years
South Wairarapa District,790,2033,40-44 years
Tasman District,3850,2033,40-44 years
Nelson City,3740,2033,40-44 years
Marlborough District,3750,2033,40-44 years
Kaikoura District,270,2033,40-44 years
Buller District,550,2033,40-44 years
Grey District,1010,2033,40-44 years
Westland District,700,2033,40-44 years
Hurunui District,1050,2033,40-44 years
Waimakariri District,5200,2033,40-44 years
Christchurch City,33400,2033,40-44 years
Selwyn District,7860,2033,40-44 years
Ashburton District,3090,2033,40-44 years
Timaru District,3560,2033,40-44 years
Mackenzie District,550,2033,40-44 years
Waimate District,610,2033,40-44 years
Chatham Islands Territory,75,2033,40-44 years
Waitaki District,1710,2033,40-44 years
Central Otago District,2270,2033,40-44 years
Queenstown-Lakes District,6000,2033,40-44 years
Dunedin City,8110,2033,40-44 years
Clutha District,1360,2033,40-44 years
Southland District,2510,2033,40-44 years
Gore District,930,2033,40-44 years
Invercargill City,3980,2033,40-44 years
Far North District,4590,2038,40-44 years
Whangarei District,7120,2038,40-44 years
Kaipara District,1660,2038,40-44 years
Auckland,142330,2038,40-44 years
Thames-Coromandel District,1580,2038,40-44 years
Hauraki District,1280,2038,40-44 years
Waikato District,7590,2038,40-44 years
Matamata-Piako District,2650,2038,40-44 years
Hamilton City,15010,2038,40-44 years
Waipa District,4350,2038,40-44 years
Otorohanga District,790,2038,40-44 years
South Waikato District,1930,2038,40-44 years
Waitomo District,690,2038,40-44 years
Taupo District,2470,2038,40-44 years
Western Bay of Plenty District,4240,2038,40-44 years
Tauranga City,12140,2038,40-44 years
Rotorua District,5430,2038,40-44 years
Whakatane District,2420,2038,40-44 years
Kawerau District,450,2038,40-44 years
Opotiki District,660,2038,40-44 years
Gisborne District,3460,2038,40-44 years
Wairoa District,650,2038,40-44 years
Hastings District,6620,2038,40-44 years
Napier City,4270,2038,40-44 years
Central Hawke's Bay District,960,2038,40-44 years
New Plymouth District,5660,2038,40-44 years
Stratford District,650,2038,40-44 years
South Taranaki District,1690,2038,40-44 years
Ruapehu District,800,2038,40-44 years
Whanganui District,3150,2038,40-44 years
Rangitikei District,960,2038,40-44 years
Manawatu District,2480,2038,40-44 years
Palmerston North City,6110,2038,40-44 years
Tararua District,1200,2038,40-44 years
Horowhenua District,2380,2038,40-44 years
Kapiti Coast District,3400,2038,40-44 years
Porirua City,4630,2038,40-44 years
Upper Hutt City,3980,2038,40-44 years
Lower Hutt City,10620,2038,40-44 years
Wellington City,17020,2038,40-44 years
Masterton District,1990,2038,40-44 years
Carterton District,580,2038,40-44 years
South Wairarapa District,740,2038,40-44 years
Tasman District,3780,2038,40-44 years
Nelson City,3290,2038,40-44 years
Marlborough District,3490,2038,40-44 years
Kaikoura District,250,2038,40-44 years
Buller District,510,2038,40-44 years
Grey District,830,2038,40-44 years
Westland District,570,2038,40-44 years
Hurunui District,970,2038,40-44 years
Waimakariri District,4630,2038,40-44 years
Christchurch City,31070,2038,40-44 years
Selwyn District,6790,2038,40-44 years
Ashburton District,2790,2038,40-44 years
Timaru District,3210,2038,40-44 years
Mackenzie District,480,2038,40-44 years
Waimate District,570,2038,40-44 years
Chatham Islands Territory,70,2038,40-44 years
Waitaki District,1650,2038,40-44 years
Central Otago District,2050,2038,40-44 years
Queenstown-Lakes District,3770,2038,40-44 years
Dunedin City,7020,2038,40-44 years
Clutha District,1320,2038,40-44 years
Southland District,2320,2038,40-44 years
Gore District,850,2038,40-44 years
Invercargill City,3650,2038,40-44 years
Far North District,4400,2043,40-44 years
Whangarei District,6600,2043,40-44 years
Kaipara District,1540,2043,40-44 years
Auckland,139570,2043,40-44 years
Thames-Coromandel District,1600,2043,40-44 years
Hauraki District,1180,2043,40-44 years
Waikato District,7680,2043,40-44 years
Matamata-Piako District,2340,2043,40-44 years
Hamilton City,14010,2043,40-44 years
Waipa District,4040,2043,40-44 years
Otorohanga District,730,2043,40-44 years
South Waikato District,1690,2043,40-44 years
Waitomo District,640,2043,40-44 years
Taupo District,2310,2043,40-44 years
Western Bay of Plenty District,3890,2043,40-44 years
Tauranga City,10980,2043,40-44 years
Rotorua District,5040,2043,40-44 years
Whakatane District,2200,2043,40-44 years
Kawerau District,440,2043,40-44 years
Opotiki District,630,2043,40-44 years
Gisborne District,3350,2043,40-44 years
Wairoa District,600,2043,40-44 years
Hastings District,6120,2043,40-44 years
Napier City,4170,2043,40-44 years
Central Hawke's Bay District,960,2043,40-44 years
New Plymouth District,5220,2043,40-44 years
Stratford District,620,2043,40-44 years
South Taranaki District,1810,2043,40-44 years
Ruapehu District,640,2043,40-44 years
Whanganui District,2750,2043,40-44 years
Rangitikei District,970,2043,40-44 years
Manawatu District,2000,2043,40-44 years
Palmerston North City,5660,2043,40-44 years
Tararua District,1120,2043,40-44 years
Horowhenua District,2360,2043,40-44 years
Kapiti Coast District,3310,2043,40-44 years
Porirua City,4460,2043,40-44 years
Upper Hutt City,3430,2043,40-44 years
Lower Hutt City,9640,2043,40-44 years
Wellington City,18500,2043,40-44 years
Masterton District,1760,2043,40-44 years
Carterton District,560,2043,40-44 years
South Wairarapa District,690,2043,40-44 years
Tasman District,3880,2043,40-44 years
Nelson City,3260,2043,40-44 years
Marlborough District,3080,2043,40-44 years
Kaikoura District,200,2043,40-44 years
Buller District,430,2043,40-44 years
Grey District,850,2043,40-44 years
Westland District,510,2043,40-44 years
Hurunui District,830,2043,40-44 years
Waimakariri District,4470,2043,40-44 years
Christchurch City,31310,2043,40-44 years
Selwyn District,6430,2043,40-44 years
Ashburton District,2550,2043,40-44 years
Timaru District,2810,2043,40-44 years
Mackenzie District,440,2043,40-44 years
Waimate District,530,2043,40-44 years
Chatham Islands Territory,60,2043,40-44 years
Waitaki District,1620,2043,40-44 years
Central Otago District,1620,2043,40-44 years
Queenstown-Lakes District,3490,2043,40-44 years
Dunedin City,7390,2043,40-44 years
Clutha District,1260,2043,40-44 years
Southland District,2270,2043,40-44 years
Gore District,710,2043,40-44 years
Invercargill City,3700,2043,40-44 years
Far North District,4750,2048,40-44 years
Whangarei District,7120,2048,40-44 years
Kaipara District,1580,2048,40-44 years
Auckland,149440,2048,40-44 years
Thames-Coromandel District,1570,2048,40-44 years
Hauraki District,1110,2048,40-44 years
Waikato District,8410,2048,40-44 years
Matamata-Piako District,2320,2048,40-44 years
Hamilton City,15440,2048,40-44 years
Waipa District,4140,2048,40-44 years
Otorohanga District,760,2048,40-44 years
South Waikato District,1600,2048,40-44 years
Waitomo District,600,2048,40-44 years
Taupo District,2600,2048,40-44 years
Western Bay of Plenty District,4060,2048,40-44 years
Tauranga City,12420,2048,40-44 years
Rotorua District,5340,2048,40-44 years
Whakatane District,2360,2048,40-44 years
Kawerau District,410,2048,40-44 years
Opotiki District,640,2048,40-44 years
Gisborne District,3310,2048,40-44 years
Wairoa District,590,2048,40-44 years
Hastings District,6500,2048,40-44 years
Napier City,4200,2048,40-44 years
Central Hawke's Bay District,1020,2048,40-44 years
New Plymouth District,6080,2048,40-44 years
Stratford District,540,2048,40-44 years
South Taranaki District,1800,2048,40-44 years
Ruapehu District,660,2048,40-44 years
Whanganui District,2700,2048,40-44 years
Rangitikei District,1010,2048,40-44 years
Manawatu District,1970,2048,40-44 years
Palmerston North City,5790,2048,40-44 years
Tararua District,1230,2048,40-44 years
Horowhenua District,2220,2048,40-44 years
Kapiti Coast District,3620,2048,40-44 years
Porirua City,4700,2048,40-44 years
Upper Hutt City,3370,2048,40-44 years
Lower Hutt City,9310,2048,40-44 years
Wellington City,18780,2048,40-44 years
Masterton District,1700,2048,40-44 years
Carterton District,620,2048,40-44 years
South Wairarapa District,750,2048,40-44 years
Tasman District,3940,2048,40-44 years
Nelson City,3390,2048,40-44 years
Marlborough District,3170,2048,40-44 years
Kaikoura District,180,2048,40-44 years
Buller District,460,2048,40-44 years
Grey District,840,2048,40-44 years
Westland District,530,2048,40-44 years
Hurunui District,940,2048,40-44 years
Waimakariri District,5110,2048,40-44 years
Christchurch City,32010,2048,40-44 years
Selwyn District,7640,2048,40-44 years
Ashburton District,2690,2048,40-44 years
Timaru District,2800,2048,40-44 years
Mackenzie District,400,2048,40-44 years
Waimate District,550,2048,40-44 years
Chatham Islands Territory,70,2048,40-44 years
Waitaki District,1600,2048,40-44 years
Central Otago District,1760,2048,40-44 years
Queenstown-Lakes District,4250,2048,40-44 years
Dunedin City,7060,2048,40-44 years
Clutha District,1140,2048,40-44 years
Southland District,2280,2048,40-44 years
Gore District,840,2048,40-44 years
Invercargill City,4040,2048,40-44 years
Far North District,4130,2023,45-49 years
Whangarei District,5560,2023,45-49 years
Kaipara District,1490,2023,45-49 years
Auckland,103870,2023,45-49 years
Thames-Coromandel District,1670,2023,45-49 years
Hauraki District,1160,2023,45-49 years
Waikato District,5950,2023,45-49 years
Matamata-Piako District,1910,2023,45-49 years
Hamilton City,10340,2023,45-49 years
Waipa District,3630,2023,45-49 years
Otorohanga District,620,2023,45-49 years
South Waikato District,1350,2023,45-49 years
Waitomo District,530,2023,45-49 years
Taupo District,2450,2023,45-49 years
Western Bay of Plenty District,3580,2023,45-49 years
Tauranga City,9440,2023,45-49 years
Rotorua District,4640,2023,45-49 years
Whakatane District,2200,2023,45-49 years
Kawerau District,370,2023,45-49 years
Opotiki District,520,2023,45-49 years
Gisborne District,2980,2023,45-49 years
Wairoa District,480,2023,45-49 years
Hastings District,5400,2023,45-49 years
Napier City,4060,2023,45-49 years
Central Hawke's Bay District,920,2023,45-49 years
New Plymouth District,5490,2023,45-49 years
Stratford District,550,2023,45-49 years
South Taranaki District,1700,2023,45-49 years
Ruapehu District,690,2023,45-49 years
Whanganui District,2740,2023,45-49 years
Rangitikei District,840,2023,45-49 years
Manawatu District,2000,2023,45-49 years
Palmerston North City,4990,2023,45-49 years
Tararua District,1060,2023,45-49 years
Horowhenua District,1940,2023,45-49 years
Kapiti Coast District,3320,2023,45-49 years
Porirua City,4000,2023,45-49 years
Upper Hutt City,3100,2023,45-49 years
Lower Hutt City,6920,2023,45-49 years
Wellington City,13140,2023,45-49 years
Masterton District,1600,2023,45-49 years
Carterton District,620,2023,45-49 years
South Wairarapa District,800,2023,45-49 years
Tasman District,3690,2023,45-49 years
Nelson City,3380,2023,45-49 years
Marlborough District,3180,2023,45-49 years
Kaikoura District,240,2023,45-49 years
Buller District,520,2023,45-49 years
Grey District,750,2023,45-49 years
Westland District,490,2023,45-49 years
Hurunui District,810,2023,45-49 years
Waimakariri District,4200,2023,45-49 years
Christchurch City,23270,2023,45-49 years
Selwyn District,5630,2023,45-49 years
Ashburton District,2050,2023,45-49 years
Timaru District,2730,2023,45-49 years
Mackenzie District,300,2023,45-49 years
Waimate District,470,2023,45-49 years
Chatham Islands Territory,45,2023,45-49 years
Waitaki District,1390,2023,45-49 years
Central Otago District,1520,2023,45-49 years
Queenstown-Lakes District,3290,2023,45-49 years
Dunedin City,7200,2023,45-49 years
Clutha District,1160,2023,45-49 years
Southland District,2000,2023,45-49 years
Gore District,730,2023,45-49 years
Invercargill City,3510,2023,45-49 years
Far North District,4030,2028,45-49 years
Whangarei District,5770,2028,45-49 years
Kaipara District,1480,2028,45-49 years
Auckland,112160,2028,45-49 years
Thames-Coromandel District,1590,2028,45-49 years
Hauraki District,1070,2028,45-49 years
Waikato District,6430,2028,45-49 years
Matamata-Piako District,1950,2028,45-49 years
Hamilton City,11560,2028,45-49 years
Waipa District,3700,2028,45-49 years
Otorohanga District,610,2028,45-49 years
South Waikato District,1310,2028,45-49 years
Waitomo District,610,2028,45-49 years
Taupo District,2430,2028,45-49 years
Western Bay of Plenty District,3580,2028,45-49 years
Tauranga City,10290,2028,45-49 years
Rotorua District,4540,2028,45-49 years
Whakatane District,2020,2028,45-49 years
Kawerau District,380,2028,45-49 years
Opotiki District,520,2028,45-49 years
Gisborne District,2950,2028,45-49 years
Wairoa District,490,2028,45-49 years
Hastings District,5730,2028,45-49 years
Napier City,3900,2028,45-49 years
Central Hawke's Bay District,900,2028,45-49 years
New Plymouth District,5730,2028,45-49 years
Stratford District,530,2028,45-49 years
South Taranaki District,1760,2028,45-49 years
Ruapehu District,680,2028,45-49 years
Whanganui District,2710,2028,45-49 years
Rangitikei District,840,2028,45-49 years
Manawatu District,2040,2028,45-49 years
Palmerston North City,5270,2028,45-49 years
Tararua District,1090,2028,45-49 years
Horowhenua District,1900,2028,45-49 years
Kapiti Coast District,3540,2028,45-49 years
Porirua City,4160,2028,45-49 years
Upper Hutt City,3190,2028,45-49 years
Lower Hutt City,7990,2028,45-49 years
Wellington City,12610,2028,45-49 years
Masterton District,1660,2028,45-49 years
Carterton District,600,2028,45-49 years
South Wairarapa District,730,2028,45-49 years
Tasman District,3620,2028,45-49 years
Nelson City,3420,2028,45-49 years
Marlborough District,3140,2028,45-49 years
Kaikoura District,240,2028,45-49 years
Buller District,490,2028,45-49 years
Grey District,690,2028,45-49 years
Westland District,510,2028,45-49 years
Hurunui District,760,2028,45-49 years
Waimakariri District,4220,2028,45-49 years
Christchurch City,24800,2028,45-49 years
Selwyn District,6330,2028,45-49 years
Ashburton District,2170,2028,45-49 years
Timaru District,2710,2028,45-49 years
Mackenzie District,320,2028,45-49 years
Waimate District,460,2028,45-49 years
Chatham Islands Territory,45,2028,45-49 years
Waitaki District,1410,2028,45-49 years
Central Otago District,1620,2028,45-49 years
Queenstown-Lakes District,3740,2028,45-49 years
Dunedin City,7280,2028,45-49 years
Clutha District,1090,2028,45-49 years
Southland District,2060,2028,45-49 years
Gore District,710,2028,45-49 years
Invercargill City,3570,2028,45-49 years
Far North District,4570,2033,45-49 years
Whangarei District,7010,2033,45-49 years
Kaipara District,1700,2033,45-49 years
Auckland,125990,2033,45-49 years
Thames-Coromandel District,1670,2033,45-49 years
Hauraki District,1340,2033,45-49 years
Waikato District,7440,2033,45-49 years
Matamata-Piako District,2120,2033,45-49 years
Hamilton City,13660,2033,45-49 years
Waipa District,4230,2033,45-49 years
Otorohanga District,780,2033,45-49 years
