Region,Population,Year,Age,65 and over,Generation
Rodney Local Board Area,2880,2023,75-79 Years,True,Baby Boomer
Auckland,44430,2023,75-79 Years,True,Baby Boomer
Kaipara District,1390,2023,75-79 Years,True,Baby Boomer
Whangarei District,4330,2023,75-79 Years,True,Baby Boomer
Far North District,3190,2023,75-79 Years,True,Baby Boomer
"Total, New Zealand",172040,2023,75-79 Years,True,Baby Boomer
Hibiscus And Bays Local Board Area,4610,2023,75-79 Years,True,Baby Boomer
Mangere-Otahuhu Local Board Area,980,2023,80-84 Years,True,Silent
Tararua District,450,2023,80-84 Years,True,Silent
Palmerston North City,1920,2023,80-84 Years,True,Silent
Manawatu District,850,2023,80-84 Years,True,Silent
Rangitikei District,430,2023,80-84 Years,True,Silent
Whanganui District,1430,2023,80-84 Years,True,Silent
Ruapehu District,260,2023,80-84 Years,True,Silent
South Taranaki District,650,2023,80-84 Years,True,Silent
Stratford District,230,2023,80-84 Years,True,Silent
New Plymouth District,2200,2023,80-84 Years,True,Silent
Central Hawke's Bay District,400,2023,80-84 Years,True,Silent
Napier City,1890,2023,80-84 Years,True,Silent
Hastings District,2170,2023,80-84 Years,True,Silent
Wairoa District,180,2023,80-84 Years,True,Silent
Gisborne District,1070,2023,80-84 Years,True,Silent
Horowhenua District,1300,2023,80-84 Years,True,Silent
Opotiki District,210,2023,80-84 Years,True,Silent
Whakatane District,940,2023,80-84 Years,True,Silent
Rotorua District,1510,2023,80-84 Years,True,Silent
Tauranga City,4880,2023,80-84 Years,True,Silent
Western Bay of Plenty District,1800,2023,80-84 Years,True,Silent
Taupo District,1140,2023,80-84 Years,True,Silent
Waitomo District,220,2023,80-84 Years,True,Silent
South Waikato District,580,2023,80-84 Years,True,Silent
Otorohanga District,230,2023,80-84 Years,True,Silent
Waipa District,1680,2023,80-84 Years,True,Silent
Hamilton City,2940,2023,80-84 Years,True,Silent
Matamata-Piako District,1190,2023,80-84 Years,True,Silent
Waikato District,1380,2023,80-84 Years,True,Silent
Hauraki District,760,2023,80-84 Years,True,Silent
Thames-Coromandel District,1430,2023,80-84 Years,True,Silent
Kawerau District,230,2023,80-84 Years,True,Silent
Franklin Local Board Area,1880,2023,80-84 Years,True,Silent
Kapiti Coast District,2390,2023,80-84 Years,True,Silent
Upper Hutt City,1010,2023,80-84 Years,True,Silent
Invercargill City,1420,2023,80-84 Years,True,Silent
Gore District,400,2023,80-84 Years,True,Silent
Southland District,650,2023,80-84 Years,True,Silent
Clutha District,460,2023,80-84 Years,True,Silent
Dunedin City,3090,2023,80-84 Years,True,Silent
Queenstown-Lakes District,620,2023,80-84 Years,True,Silent
Central Otago District,750,2023,80-84 Years,True,Silent
Waitaki District,790,2023,80-84 Years,True,Silent
Chatham Islands Territory,15,2023,80-84 Years,True,Silent
Waimate District,310,2023,80-84 Years,True,Silent
Mackenzie District,100,2023,80-84 Years,True,Silent
Timaru District,1530,2023,80-84 Years,True,Silent
Ashburton District,1000,2023,80-84 Years,True,Silent
Porirua City,1010,2023,80-84 Years,True,Silent
Selwyn District,1040,2023,80-84 Years,True,Silent
Waimakariri District,1900,2023,80-84 Years,True,Silent
Hurunui District,380,2023,80-84 Years,True,Silent
Westland District,230,2023,80-84 Years,True,Silent
Grey District,340,2023,80-84 Years,True,Silent
Buller District,320,2023,80-84 Years,True,Silent
Kaikoura District,130,2023,80-84 Years,True,Silent
Marlborough District,1670,2023,80-84 Years,True,Silent
Nelson City,1580,2023,80-84 Years,True,Silent
Tasman District,1730,2023,80-84 Years,True,Silent
South Wairarapa District,360,2023,80-84 Years,True,Silent
Carterton District,330,2023,80-84 Years,True,Silent
Masterton District,890,2023,80-84 Years,True,Silent
Wellington City,2980,2023,80-84 Years,True,Silent
Lower Hutt City,2240,2023,80-84 Years,True,Silent
Christchurch City,8270,2023,80-84 Years,True,Silent
Area Outside Territorial Authority,0,2023,80-84 Years,True,Silent
Papakura Local Board Area,880,2023,80-84 Years,True,Silent
Otara-Papatoetoe Local Board Area,910,2023,80-84 Years,True,Silent
Manurewa Local Board Area,1190,2023,80-84 Years,True,Silent
Howick Local Board Area,3010,2023,80-84 Years,True,Silent
Maungakiekie-Tamaki Local Board Area,1360,2023,80-84 Years,True,Silent
Orakei Local Board Area,2040,2023,80-84 Years,True,Silent
Puketapapa Local Board Area,1270,2023,80-84 Years,True,Silent
Albert-Eden Local Board Area,1530,2023,80-84 Years,True,Silent
Whau Local Board Area,1480,2023,80-84 Years,True,Silent
Waitemata Local Board Area,1010,2023,80-84 Years,True,Silent
Waiheke Local Board Area,260,2023,80-84 Years,True,Silent
Aotea/great Barrier Local Board Area,30,2023,80-84 Years,True,Silent
Waitakere Ranges Local Board Area,700,2023,80-84 Years,True,Silent
Henderson-Massey Local Board Area,1650,2023,80-84 Years,True,Silent
Devonport-Takapuna Local Board Area,1560,2023,80-84 Years,True,Silent
Kaipatiki Local Board Area,1690,2023,80-84 Years,True,Silent
Upper Harbour Local Board Area,1420,2023,80-84 Years,True,Silent
Hibiscus And Bays Local Board Area,3150,2023,80-84 Years,True,Silent
Auckland,29700,2023,80-84 Years,True,Silent
Kaipara District,770,2023,80-84 Years,True,Silent
Whangarei District,2870,2023,80-84 Years,True,Silent
Far North District,1650,2023,80-84 Years,True,Silent
"Total, New Zealand",111510,2023,80-84 Years,True,Silent
Rodney Local Board Area,1710,2023,80-84 Years,True,Silent
Area Outside Territorial Authority,0,2023,85-89 Years,True,Silent
Tararua District,230,2023,85-89 Years,True,Silent
Palmerston North City,1040,2023,85-89 Years,True,Silent
Manawatu District,460,2023,85-89 Years,True,Silent
Rangitikei District,230,2023,85-89 Years,True,Silent
Whanganui District,750,2023,85-89 Years,True,Silent
Ruapehu District,110,2023,85-89 Years,True,Silent
South Taranaki District,330,2023,85-89 Years,True,Silent
Stratford District,170,2023,85-89 Years,True,Silent
New Plymouth District,1310,2023,85-89 Years,True,Silent
Central Hawke's Bay District,190,2023,85-89 Years,True,Silent
Napier City,1020,2023,85-89 Years,True,Silent
Hastings District,1130,2023,85-89 Years,True,Silent
Wairoa District,80,2023,85-89 Years,True,Silent
Gisborne District,570,2023,85-89 Years,True,Silent
Horowhenua District,690,2023,85-89 Years,True,Silent
Opotiki District,90,2023,85-89 Years,True,Silent
Whakatane District,420,2023,85-89 Years,True,Silent
Rotorua District,770,2023,85-89 Years,True,Silent
Tauranga City,2700,2023,85-89 Years,True,Silent
Western Bay of Plenty District,900,2023,85-89 Years,True,Silent
Taupo District,560,2023,85-89 Years,True,Silent
Waitomo District,110,2023,85-89 Years,True,Silent
South Waikato District,340,2023,85-89 Years,True,Silent
Otorohanga District,120,2023,85-89 Years,True,Silent
Waipa District,950,2023,85-89 Years,True,Silent
Hamilton City,1570,2023,85-89 Years,True,Silent
Matamata-Piako District,700,2023,85-89 Years,True,Silent
Waikato District,620,2023,85-89 Years,True,Silent
Hauraki District,360,2023,85-89 Years,True,Silent
Thames-Coromandel District,660,2023,85-89 Years,True,Silent
Kawerau District,110,2023,85-89 Years,True,Silent
Franklin Local Board Area,970,2023,85-89 Years,True,Silent
Kapiti Coast District,1390,2023,85-89 Years,True,Silent
Upper Hutt City,570,2023,85-89 Years,True,Silent
Invercargill City,900,2023,85-89 Years,True,Silent
Gore District,230,2023,85-89 Years,True,Silent
Southland District,280,2023,85-89 Years,True,Silent
Clutha District,220,2023,85-89 Years,True,Silent
Dunedin City,1810,2023,85-89 Years,True,Silent
Queenstown-Lakes District,290,2023,85-89 Years,True,Silent
Central Otago District,370,2023,85-89 Years,True,Silent
Waitaki District,380,2023,85-89 Years,True,Silent
Chatham Islands Territory,5,2023,85-89 Years,True,Silent
Waimate District,130,2023,85-89 Years,True,Silent
Mackenzie District,50,2023,85-89 Years,True,Silent
Timaru District,890,2023,85-89 Years,True,Silent
Ashburton District,510,2023,85-89 Years,True,Silent
Porirua City,460,2023,85-89 Years,True,Silent
Selwyn District,460,2023,85-89 Years,True,Silent
Waimakariri District,980,2023,85-89 Years,True,Silent
Hurunui District,200,2023,85-89 Years,True,Silent
Westland District,90,2023,85-89 Years,True,Silent
Grey District,200,2023,85-89 Years,True,Silent
Buller District,170,2023,85-89 Years,True,Silent
Kaikoura District,50,2023,85-89 Years,True,Silent
Marlborough District,800,2023,85-89 Years,True,Silent
Nelson City,860,2023,85-89 Years,True,Silent
Tasman District,910,2023,85-89 Years,True,Silent
South Wairarapa District,170,2023,85-89 Years,True,Silent
Carterton District,140,2023,85-89 Years,True,Silent
Masterton District,490,2023,85-89 Years,True,Silent
Wellington City,1610,2023,85-89 Years,True,Silent
Lower Hutt City,1120,2023,85-89 Years,True,Silent
Christchurch City,4960,2023,85-89 Years,True,Silent
Papakura Local Board Area,490,2023,85-89 Years,True,Silent
Otara-Papatoetoe Local Board Area,440,2023,85-89 Years,True,Silent
Manurewa Local Board Area,620,2023,85-89 Years,True,Silent
Mangere-Otahuhu Local Board Area,420,2023,85-89 Years,True,Silent
Howick Local Board Area,1720,2023,85-89 Years,True,Silent
Maungakiekie-Tamaki Local Board Area,750,2023,85-89 Years,True,Silent
Orakei Local Board Area,1160,2023,85-89 Years,True,Silent
Puketapapa Local Board Area,690,2023,85-89 Years,True,Silent
Albert-Eden Local Board Area,830,2023,85-89 Years,True,Silent
Whau Local Board Area,970,2023,85-89 Years,True,Silent
Waitemata Local Board Area,410,2023,85-89 Years,True,Silent
Waiheke Local Board Area,90,2023,85-89 Years,True,Silent
Aotea/great Barrier Local Board Area,15,2023,85-89 Years,True,Silent
Waitakere Ranges Local Board Area,290,2023,85-89 Years,True,Silent
Henderson-Massey Local Board Area,1140,2023,85-89 Years,True,Silent
Devonport-Takapuna Local Board Area,880,2023,85-89 Years,True,Silent
Kaipatiki Local Board Area,930,2023,85-89 Years,True,Silent
Upper Harbour Local Board Area,890,2023,85-89 Years,True,Silent
Rodney Local Board Area,920,2023,85-89 Years,True,Silent
Auckland,16380,2023,85-89 Years,True,Silent
Kaipara District,350,2023,85-89 Years,True,Silent
Whangarei District,1370,2023,85-89 Years,True,Silent
Far North District,870,2023,85-89 Years,True,Silent
"Total, New Zealand",59940,2023,85-89 Years,True,Silent
Hibiscus And Bays Local Board Area,1730,2023,85-89 Years,True,Silent
Gore District,160,2023,90 Years and over,True,Silent
Manawatu District,280,2023,90 Years and over,True,Silent
Rangitikei District,110,2023,90 Years and over,True,Silent
Whanganui District,430,2023,90 Years and over,True,Silent
Ruapehu District,50,2023,90 Years and over,True,Silent
South Taranaki District,160,2023,90 Years and over,True,Silent
Stratford District,110,2023,90 Years and over,True,Silent
New Plymouth District,820,2023,90 Years and over,True,Silent
Central Hawke's Bay District,140,2023,90 Years and over,True,Silent
Napier City,650,2023,90 Years and over,True,Silent
Hastings District,600,2023,90 Years and over,True,Silent
Wairoa District,50,2023,90 Years and over,True,Silent
Gisborne District,340,2023,90 Years and over,True,Silent
Opotiki District,50,2023,90 Years and over,True,Silent
Kawerau District,70,2023,90 Years and over,True,Silent
Palmerston North City,550,2023,90 Years and over,True,Silent
Whakatane District,210,2023,90 Years and over,True,Silent
Tauranga City,1600,2023,90 Years and over,True,Silent
Western Bay of Plenty District,470,2023,90 Years and over,True,Silent
Taupo District,290,2023,90 Years and over,True,Silent
Waitomo District,60,2023,90 Years and over,True,Silent
South Waikato District,180,2023,90 Years and over,True,Silent
Otorohanga District,70,2023,90 Years and over,True,Silent
Waipa District,560,2023,90 Years and over,True,Silent
Hamilton City,1020,2023,90 Years and over,True,Silent
Matamata-Piako District,370,2023,90 Years and over,True,Silent
Waikato District,420,2023,90 Years and over,True,Silent
Hauraki District,160,2023,90 Years and over,True,Silent
Thames-Coromandel District,400,2023,90 Years and over,True,Silent
Franklin Local Board Area,440,2023,90 Years and over,True,Silent
Papakura Local Board Area,340,2023,90 Years and over,True,Silent
Rotorua District,450,2023,90 Years and over,True,Silent
Manurewa Local Board Area,300,2023,90 Years and over,True,Silent
Tararua District,160,2023,90 Years and over,True,Silent
Kapiti Coast District,740,2023,90 Years and over,True,Silent
Southland District,200,2023,90 Years and over,True,Silent
Clutha District,160,2023,90 Years and over,True,Silent
Dunedin City,1050,2023,90 Years and over,True,Silent
Queenstown-Lakes District,120,2023,90 Years and over,True,Silent
Central Otago District,220,2023,90 Years and over,True,Silent
Waitaki District,240,2023,90 Years and over,True,Silent
Chatham Islands Territory,0,2023,90 Years and over,True,Silent
Waimate District,90,2023,90 Years and over,True,Silent
Mackenzie District,20,2023,90 Years and over,True,Silent
Timaru District,470,2023,90 Years and over,True,Silent
Ashburton District,300,2023,90 Years and over,True,Silent
Selwyn District,230,2023,90 Years and over,True,Silent
Christchurch City,3200,2023,90 Years and over,True,Silent
Horowhenua District,390,2023,90 Years and over,True,Silent
Waimakariri District,460,2023,90 Years and over,True,Silent
Westland District,60,2023,90 Years and over,True,Silent
Grey District,100,2023,90 Years and over,True,Silent
Buller District,80,2023,90 Years and over,True,Silent
Kaikoura District,30,2023,90 Years and over,True,Silent
Marlborough District,430,2023,90 Years and over,True,Silent
Nelson City,460,2023,90 Years and over,True,Silent
Tasman District,470,2023,90 Years and over,True,Silent
South Wairarapa District,80,2023,90 Years and over,True,Silent
Carterton District,70,2023,90 Years and over,True,Silent
Masterton District,320,2023,90 Years and over,True,Silent
Wellington City,940,2023,90 Years and over,True,Silent
Lower Hutt City,660,2023,90 Years and over,True,Silent
Upper Hutt City,370,2023,90 Years and over,True,Silent
Porirua City,300,2023,90 Years and over,True,Silent
Hurunui District,90,2023,90 Years and over,True,Silent
Otara-Papatoetoe Local Board Area,200,2023,90 Years and over,True,Silent
Howick Local Board Area,990,2023,90 Years and over,True,Silent
Mangere-Otahuhu Local Board Area,230,2023,90 Years and over,True,Silent
Maungakiekie-Tamaki Local Board Area,500,2023,90 Years and over,True,Silent
Orakei Local Board Area,890,2023,90 Years and over,True,Silent
Puketapapa Local Board Area,340,2023,90 Years and over,True,Silent
Albert-Eden Local Board Area,630,2023,90 Years and over,True,Silent
Whau Local Board Area,630,2023,90 Years and over,True,Silent
Waitemata Local Board Area,210,2023,90 Years and over,True,Silent
Waiheke Local Board Area,30,2023,90 Years and over,True,Silent
Aotea/great Barrier Local Board Area,5,2023,90 Years and over,True,Silent
Waitakere Ranges Local Board Area,180,2023,90 Years and over,True,Silent
Henderson-Massey Local Board Area,650,2023,90 Years and over,True,Silent
Devonport-Takapuna Local Board Area,570,2023,90 Years and over,True,Silent
Kaipatiki Local Board Area,520,2023,90 Years and over,True,Silent
Upper Harbour Local Board Area,600,2023,90 Years and over,True,Silent
Hibiscus And Bays Local Board Area,940,2023,90 Years and over,True,Silent
Rodney Local Board Area,560,2023,90 Years and over,True,Silent
Kaipara District,180,2023,90 Years and over,True,Silent
Whangarei District,750,2023,90 Years and over,True,Silent
Far North District,370,2023,90 Years and over,True,Silent
"Total, New Zealand",34880,2023,90 Years and over,True,Silent
Auckland,9750,2023,90 Years and over,True,Silent
Invercargill City,490,2023,90 Years and over,True,Silent
Area Outside Territorial Authority,0,2023,90 Years and over,True,Silent
